Fecha Local,Fecha UTC,Dirección del Viento (grados),Dirección de ráfaga (grados),Rapidez de viento (km/h),Rapidez de ráfaga (km/h),Temperatura del Aire (°C),Humedad relativa (%),Presión Atmosférica (hpa),Precipitación (mm),Radiación Solar (W/m²)
26/05/2021 11:50,26/05/2021 16:50,125,112,15.3,22.9,32.1,66,1018.8,0,1054
26/05/2021 11:40,26/05/2021 16:40,126,141,14.4,25.2,32,67,1018.8,0,979
26/05/2021 11:30,26/05/2021 16:30,124,126,14.7,22.3,32.3,66,1018.8,0,776
26/05/2021 11:20,26/05/2021 16:20,129,123,12.8,18.9,32.1,67,1018.9,0,837
26/05/2021 11:10,26/05/2021 16:10,123,102,13.9,24.1,31.8,67,1018.9,0,947
26/05/2021 11:00,26/05/2021 16:00,129,111,13.2,22.9,31.9,65,1018.8,0,906
26/05/2021 10:50,26/05/2021 15:50,121,108,12.9,23.5,31.9,65,1018.8,0,898
26/05/2021 10:40,26/05/2021 15:40,124,117,14.6,25.2,31.8,65,1018.8,0,904
26/05/2021 10:30,26/05/2021 15:30,126,116,13.8,23.5,31.6,66,1018.8,0,747
26/05/2021 10:20,26/05/2021 15:20,124,117,15.9,24.1,31.4,66,1018.7,0,810
26/05/2021 10:10,26/05/2021 15:10,122,112,13.5,24.6,31.3,67,1018.7,0,761
26/05/2021 10:00,26/05/2021 15:00,128,121,13.5,21.8,31.2,67,1018.7,0,678
26/05/2021 09:50,26/05/2021 14:50,126,110,14.9,22.3,31,67,1018.7,0,716
26/05/2021 09:40,26/05/2021 14:40,128,108,14.5,24.6,30.8,68,1018.6,0,699
26/05/2021 09:30,26/05/2021 14:30,117,119,16.8,24.1,31.1,67,1018.6,0,617
26/05/2021 09:20,26/05/2021 14:20,125,121,13.5,21.2,30.7,68,1018.5,0,656
26/05/2021 09:10,26/05/2021 14:10,123,108,15.7,25.2,30.3,70,1018.5,0,537
26/05/2021 09:00,26/05/2021 14:00,124,122,15.3,23.5,30.2,70,1018.4,0,418
26/05/2021 08:50,26/05/2021 13:50,123,117,13.8,24.1,30.4,68,1018.3,0,536
26/05/2021 08:40,26/05/2021 13:40,129,149,13.1,26.4,30.1,71,1018.2,0,497
26/05/2021 08:30,26/05/2021 13:30,118,116,16.3,25.2,29.7,73,1018.1,0,418
26/05/2021 08:20,26/05/2021 13:20,117,119,15.8,24.6,29.5,74,1018,0,403
26/05/2021 08:10,26/05/2021 13:10,122,102,13.2,22.3,29.3,74,1018,0,344
26/05/2021 08:00,26/05/2021 13:00,121,107,14.4,23.5,28.8,77,1017.9,0,317
26/05/2021 07:50,26/05/2021 12:50,117,114,15.5,22.9,28.6,79,1017.8,0,256
26/05/2021 07:40,26/05/2021 12:40,115,106,14.7,21.8,28.5,79,1017.7,0,181
26/05/2021 07:30,26/05/2021 12:30,114,104,15.9,28.1,28.3,82,1017.5,0,230
26/05/2021 07:20,26/05/2021 12:20,115,114,16.3,24.1,27.9,85,1017.3,0,212
26/05/2021 07:10,26/05/2021 12:10,115,112,13.5,21.2,27.4,91,1017.2,0,172
26/05/2021 07:00,26/05/2021 12:00,115,113,12,17.7,26.8,97,1017.1,0,121
26/05/2021 06:50,26/05/2021 11:50,112,108,12.9,19.5,26.4,100,1017.1,0,66
26/05/2021 06:40,26/05/2021 11:40,116,124,10.6,15.4,26,100,1017,0,49
26/05/2021 06:30,26/05/2021 11:30,113,118,10.9,16,25.7,100,1016.9,0,23
26/05/2021 06:20,26/05/2021 11:20,112,115,10.2,13.7,25.6,100,1016.9,0,8
26/05/2021 06:10,26/05/2021 11:10,112,111,9.3,12.5,25.6,100,1016.9,0,2
26/05/2021 06:00,26/05/2021 11:00,110,116,9.2,13.7,25.5,100,1016.9,0,-1
26/05/2021 05:50,26/05/2021 10:50,112,116,7.5,9.7,25.6,100,1016.9,0,-2
26/05/2021 05:40,26/05/2021 10:40,108,108,7.5,10.2,25.7,100,1016.9,0,-2
26/05/2021 05:30,26/05/2021 10:30,109,109,8.1,11.4,25.7,100,1016.8,0,-2
26/05/2021 05:20,26/05/2021 10:20,108,112,9.3,13.1,25.6,100,1016.8,0,-2
26/05/2021 05:10,26/05/2021 10:10,111,107,7.9,10.2,25.6,100,1016.7,0,-2
26/05/2021 05:00,26/05/2021 10:00,115,116,6.8,9.1,25.7,100,1016.6,0,-2
26/05/2021 04:50,26/05/2021 09:50,114,109,9.3,13.1,25.8,100,1016.5,0,-2
26/05/2021 04:40,26/05/2021 09:40,116,114,8.6,13.1,25.9,100,1016.5,0,-2
26/05/2021 04:30,26/05/2021 09:30,117,115,9.5,12.5,25.9,100,1016.5,0,-2
26/05/2021 04:20,26/05/2021 09:20,116,116,9.3,12.5,26,98,1016.5,0,-2
26/05/2021 04:10,26/05/2021 09:10,116,121,9.2,12.5,26,97,1016.5,0,-2
26/05/2021 04:00,26/05/2021 09:00,121,119,7.7,12,26,95,1016.6,0,-2
26/05/2021 03:50,26/05/2021 08:50,118,114,8,12,26.1,94,1016.6,0,-2
26/05/2021 03:40,26/05/2021 08:40,119,115,9,13.1,26.2,93,1016.7,0,-2
26/05/2021 03:30,26/05/2021 08:30,118,117,7.8,12,26.3,91,1016.7,0,-2
26/05/2021 03:20,26/05/2021 08:20,113,107,9.3,14.9,26.5,90,1016.7,0,-2
26/05/2021 03:10,26/05/2021 08:10,116,110,10.2,14.3,26.6,89,1016.7,0,-2
26/05/2021 03:00,26/05/2021 08:00,114,106,11.6,17.7,26.7,88,1016.8,0,-2
26/05/2021 02:50,26/05/2021 07:50,121,121,10.5,15.4,26.6,89,1016.9,0,-1
26/05/2021 02:40,26/05/2021 07:40,116,118,11.4,16.6,26.6,90,1017,0,-2
26/05/2021 02:30,26/05/2021 07:30,117,120,11.4,17.2,26.6,91,1017.1,0,-2
26/05/2021 02:20,26/05/2021 07:20,121,114,8.8,12.5,26.7,91,1017.1,0,-2
26/05/2021 02:10,26/05/2021 07:10,120,112,8.8,14.3,26.8,89,1017.2,0,-2
26/05/2021 02:00,26/05/2021 07:00,120,114,9.6,17.7,26.8,89,1017.3,0,-2
26/05/2021 01:50,26/05/2021 06:50,123,113,9.6,18.9,26.9,88,1017.3,0,-2
26/05/2021 01:40,26/05/2021 06:40,121,113,11,18.9,26.8,88,1017.4,0,-2
26/05/2021 01:30,26/05/2021 06:30,120,108,10.8,16.6,26.8,88,1017.5,0,-2
26/05/2021 01:20,26/05/2021 06:20,121,109,10.5,17.2,26.9,88,1017.5,0,-2
26/05/2021 01:10,26/05/2021 06:10,124,117,9.3,14.3,27,86,1017.5,0,-2
26/05/2021 01:00,26/05/2021 06:00,126,115,10.1,16.6,27,86,1017.6,0,-2
26/05/2021 00:50,26/05/2021 05:50,129,118,10.5,19.5,27,87,1017.6,0,-2
26/05/2021 00:40,26/05/2021 05:40,122,128,11.8,20.6,27,88,1017.7,0,-2
26/05/2021 00:30,26/05/2021 05:30,123,115,10.5,18.9,27.1,87,1017.7,0,-2
26/05/2021 00:20,26/05/2021 05:20,122,116,12.6,20,27.1,88,1017.8,0,-2
26/05/2021 00:10,26/05/2021 05:10,121,114,12.4,20,27.1,88,1017.8,0,-2
26/05/2021 00:00,26/05/2021 05:00,122,112,11.8,19.5,27.2,87,1017.8,0,-2
25/05/2021 23:50,26/05/2021 04:50,124,118,14.2,22.9,27.2,87,1017.9,0,-3
25/05/2021 23:40,26/05/2021 04:40,123,116,12.7,23.5,27.2,86,1017.9,0,-2
25/05/2021 23:30,26/05/2021 04:30,122,118,13,21.2,27.3,86,1018,0,-2
25/05/2021 23:20,26/05/2021 04:20,121,119,13.7,24.1,27.4,86,1018,0,-2
25/05/2021 23:10,26/05/2021 04:10,124,134,14.1,22.3,27.5,85,1018,0,-2
25/05/2021 23:00,26/05/2021 04:00,122,113,15.3,22.3,27.5,85,1017.9,0,-1
25/05/2021 22:50,26/05/2021 03:50,122,122,15.5,25.8,27.4,85,1017.9,0,-1
25/05/2021 22:40,26/05/2021 03:40,125,116,13.6,21.8,27.4,85,1017.9,0,-2
25/05/2021 22:30,26/05/2021 03:30,131,121,11.7,20.6,27.4,84,1017.9,0,-2
25/05/2021 22:20,26/05/2021 03:20,125,128,13.7,23.5,27.4,84,1017.9,0,-2
25/05/2021 22:10,26/05/2021 03:10,123,115,13.8,22.3,27.4,85,1017.9,0,-2
25/05/2021 22:00,26/05/2021 03:00,123,111,14.2,22.9,27.5,85,1017.9,0,-2
25/05/2021 21:50,26/05/2021 02:50,128,119,12.4,23.5,27.4,84,1017.8,0,-2
25/05/2021 21:40,26/05/2021 02:40,132,120,12.7,21.8,27.4,85,1017.6,0,-2
25/05/2021 21:30,26/05/2021 02:30,126,124,12.4,20,27.4,85,1017.5,0,-2
25/05/2021 21:20,26/05/2021 02:20,125,114,12.5,23.5,27.4,85,1017.4,0,-2
25/05/2021 21:10,26/05/2021 02:10,130,116,13.5,23.5,27.4,84,1017.4,0,-2
25/05/2021 21:00,26/05/2021 02:00,126,112,13.7,21.2,27.4,85,1017.3,0,-2
25/05/2021 20:50,26/05/2021 01:50,125,117,12.3,22.3,27.4,86,1017.2,0,-2
25/05/2021 20:40,26/05/2021 01:40,127,129,11.5,18.9,27.4,86,1017.2,0,-2
25/05/2021 20:30,26/05/2021 01:30,127,109,13,25.2,27.5,86,1017,0,-2
25/05/2021 20:20,26/05/2021 01:20,122,116,14.9,25.2,27.5,85,1016.9,0,-2
25/05/2021 20:10,26/05/2021 01:10,126,111,13.4,20.6,27.4,85,1016.8,0,-2
25/05/2021 20:00,26/05/2021 01:00,126,131,13.4,20.6,27.6,85,1016.7,0,-2
25/05/2021 19:50,26/05/2021 00:50,122,119,15,22.3,27.6,84,1016.6,0,-2
25/05/2021 19:40,26/05/2021 00:40,122,115,16.2,26.9,27.7,83,1016.6,0,-1
25/05/2021 19:30,26/05/2021 00:30,124,114,16.2,25.8,27.7,83,1016.4,0,1
25/05/2021 19:20,26/05/2021 00:20,119,108,16.6,28.1,27.8,83,1016.3,0,6
25/05/2021 19:10,26/05/2021 00:10,120,113,15.6,26.9,28,83,1016.2,0,15
25/05/2021 19:00,26/05/2021 00:00,119,108,18,29.2,28.1,83,1016.2,0,17
25/05/2021 18:50,25/05/2021 23:50,120,105,15.5,23.5,28.3,82,1016.2,0,22
25/05/2021 18:40,25/05/2021 23:40,112,112,19.2,26.9,28.4,82,1016.1,0,43
25/05/2021 18:30,25/05/2021 23:30,119,111,18.7,30.4,28.6,80,1016.1,0,60
25/05/2021 18:20,25/05/2021 23:20,116,112,17.6,29.8,29,78,1016,0,65
25/05/2021 18:10,25/05/2021 23:10,119,111,17.8,30.4,29.3,76,1016,0,125
25/05/2021 18:00,25/05/2021 23:00,125,120,19.5,28.7,29.7,74,1016,0,157
25/05/2021 17:50,25/05/2021 22:50,115,113,18,26.4,30.1,73,1015.9,0,245
25/05/2021 17:40,25/05/2021 22:40,122,99,14.7,28.1,30.3,72,1015.9,0,259
25/05/2021 17:30,25/05/2021 22:30,114,99,19,26.9,30.1,72,1016,0,353
25/05/2021 17:20,25/05/2021 22:20,120,105,17.7,29.8,29.9,73,1016,0,386
25/05/2021 17:10,25/05/2021 22:10,118,108,18.4,29.8,29.8,73,1016,0,263
25/05/2021 17:00,25/05/2021 22:00,126,134,14.1,22.9,30.1,71,1016.1,0,222
25/05/2021 16:50,25/05/2021 21:50,121,115,17.7,28.7,30.5,70,1016.2,0,378
25/05/2021 16:40,25/05/2021 21:40,120,107,16.2,26.4,30.8,68,1016.3,0,444
25/05/2021 16:30,25/05/2021 21:30,119,110,17,26.4,31.1,67,1016.4,0,501
25/05/2021 16:20,25/05/2021 21:20,122,124,17.2,28.7,30.6,70,1016.4,0,602
25/05/2021 16:10,25/05/2021 21:10,122,105,17.5,29.2,31,67,1016.5,0,422
25/05/2021 16:00,25/05/2021 21:00,121,126,18,26.4,31.2,67,1016.5,0,672
25/05/2021 15:50,25/05/2021 20:50,125,139,15.5,25.2,31.4,66,1016.5,0,535
25/05/2021 15:40,25/05/2021 20:40,127,122,18.3,29.8,30.9,69,1016.6,0,643
25/05/2021 15:30,25/05/2021 20:30,120,122,19.6,29.2,31.2,67,1016.7,0,561
25/05/2021 15:20,25/05/2021 20:20,122,117,17,28.7,31.7,66,1016.7,0,400
25/05/2021 15:10,25/05/2021 20:10,131,124,16.6,28.7,31.8,66,1016.8,0,275
25/05/2021 15:00,25/05/2021 20:00,123,115,18.6,28.1,31.7,66,1016.9,0,261
25/05/2021 14:50,25/05/2021 19:50,117,100,19.1,28.1,31.6,66,1016.9,0,536
25/05/2021 14:40,25/05/2021 19:40,122,111,18.3,31,31.5,67,1016.9,0,749
25/05/2021 14:30,25/05/2021 19:30,121,100,16.6,25.8,31.8,65,1017,0,472
25/05/2021 14:20,25/05/2021 19:20,122,107,16.8,31.6,32,65,1017.1,0,663
25/05/2021 14:10,25/05/2021 19:10,120,109,18.9,33.3,31.9,65,1017.2,0,776
25/05/2021 14:00,25/05/2021 19:00,125,108,17.5,29.2,32.1,65,1017.2,0,778
25/05/2021 13:50,25/05/2021 18:50,131,121,16.1,28.1,32,66,1017.3,0,634
25/05/2021 13:40,25/05/2021 18:40,121,115,17.4,30.4,32,65,1017.4,0,728
25/05/2021 13:30,25/05/2021 18:30,124,101,18.4,29.2,31.9,64,1017.5,0,964
25/05/2021 13:20,25/05/2021 18:20,122,111,17.4,26.9,31.9,65,1017.5,0,966
25/05/2021 13:10,25/05/2021 18:10,130,113,14.6,22.9,31.9,64,1017.6,0,1026
25/05/2021 13:00,25/05/2021 18:00,122,118,16.1,28.1,31.9,65,1017.6,0,989
25/05/2021 12:50,25/05/2021 17:50,123,103,14.8,26.4,32,64,1017.7,0,947
25/05/2021 12:40,25/05/2021 17:40,128,132,16,25.2,32,64,1017.8,0,1008
25/05/2021 12:30,25/05/2021 17:30,129,113,15.4,24.1,31.8,65,1017.9,0,962
25/05/2021 12:20,25/05/2021 17:20,128,120,17.1,26.4,31.8,64,1018,0,1043
25/05/2021 12:10,25/05/2021 17:10,128,116,16.3,25.8,31.8,64,1018.1,0,1004
25/05/2021 12:00,25/05/2021 17:00,126,110,16.4,25.8,31.9,64,1018.2,0,1036
25/05/2021 11:50,25/05/2021 16:50,122,117,17.8,26.9,31.8,64,1018.2,0,1020
25/05/2021 11:40,25/05/2021 16:40,128,114,15.1,29.2,31.9,63,1018.2,0,997
25/05/2021 11:30,25/05/2021 16:30,123,98,16.6,25.2,31.8,63,1018.2,0,976
25/05/2021 11:20,25/05/2021 16:20,129,121,15.1,25.2,31.6,63,1018.3,0,977
25/05/2021 11:10,25/05/2021 16:10,133,111,15.8,25.2,31.4,64,1018.2,0,905
25/05/2021 11:00,25/05/2021 16:00,121,124,18,28.1,31.4,63,1018.2,0,891
25/05/2021 10:50,25/05/2021 15:50,129,113,14.9,23.5,31.5,63,1018.3,0,816
25/05/2021 10:40,25/05/2021 15:40,126,114,17.6,29.8,31.3,63,1018.3,0,850
25/05/2021 10:30,25/05/2021 15:30,121,108,16.4,27.5,31.3,63,1018.2,0,887
25/05/2021 10:20,25/05/2021 15:20,121,110,16.6,25.2,31.3,62,1018.2,0,714
25/05/2021 10:10,25/05/2021 15:10,124,105,16.8,26.4,31,61,1018.1,0,785
25/05/2021 10:00,25/05/2021 15:00,125,116,16.5,26.4,30.9,61,1018.1,0,757
25/05/2021 09:50,25/05/2021 14:50,117,108,16.7,29.8,30.7,62,1017.9,0,710
25/05/2021 09:40,25/05/2021 14:40,122,116,18.2,32.1,30.7,63,1017.8,0,688
25/05/2021 09:30,25/05/2021 14:30,121,109,17.4,26.4,30.6,63,1017.7,0,557
25/05/2021 09:20,25/05/2021 14:20,125,125,14.9,25.8,30.7,64,1017.6,0,621
25/05/2021 09:10,25/05/2021 14:10,119,109,17.8,28.1,30.4,65,1017.5,0,584
25/05/2021 09:00,25/05/2021 14:00,123,106,14.9,28.1,30.2,66,1017.4,0,519
25/05/2021 08:50,25/05/2021 13:50,122,109,16,26.9,30.1,66,1017.4,0,531
25/05/2021 08:40,25/05/2021 13:40,116,110,17.8,26.9,29.8,67,1017.3,0,490
25/05/2021 08:30,25/05/2021 13:30,119,107,17.4,27.5,29.7,68,1017.3,0,450
25/05/2021 08:20,25/05/2021 13:20,118,108,17.1,26.4,29.5,69,1017.3,0,397
25/05/2021 08:10,25/05/2021 13:10,123,118,14.5,24.1,29.2,72,1017.1,0,395
25/05/2021 08:00,25/05/2021 13:00,120,114,15.4,23.5,29,72,1016.9,0,322
25/05/2021 07:50,25/05/2021 12:50,120,114,14.4,23.5,28.6,75,1016.8,0,287
25/05/2021 07:40,25/05/2021 12:40,118,107,15.6,26.4,28.1,77,1016.8,0,224
25/05/2021 07:30,25/05/2021 12:30,121,112,12.4,21.2,27.9,80,1016.7,0,183
25/05/2021 07:20,25/05/2021 12:20,119,131,12.4,21.8,27.5,81,1016.6,0,133
25/05/2021 07:10,25/05/2021 12:10,119,100,12.7,20.6,27.3,82,1016.4,0,90
25/05/2021 07:00,25/05/2021 12:00,116,115,14.4,22.9,27.1,83,1016.3,0,66
25/05/2021 06:50,25/05/2021 11:50,117,103,12.8,22.3,26.9,85,1016,0,48
25/05/2021 06:40,25/05/2021 11:40,120,111,12.5,18.3,26.8,86,1015.9,0,24
25/05/2021 06:30,25/05/2021 11:30,117,117,11.4,17.7,26.6,88,1015.7,0,19
25/05/2021 06:20,25/05/2021 11:20,117,117,11.3,16,26.6,89,1015.6,0,8
25/05/2021 06:10,25/05/2021 11:10,120,119,10.1,14.3,26.7,88,1015.5,0,2
25/05/2021 06:00,25/05/2021 11:00,120,109,10.9,20.6,26.7,88,1015.5,0,0
25/05/2021 05:50,25/05/2021 10:50,121,120,9.9,16.6,26.7,88,1015.5,0,-1
25/05/2021 05:40,25/05/2021 10:40,121,114,9.4,14.9,26.7,89,1015.5,0,-1
25/05/2021 05:30,25/05/2021 10:30,122,119,10.2,16,26.6,91,1015.5,0,-1
25/05/2021 05:20,25/05/2021 10:20,123,118,6.9,16.6,26.6,92,1015.4,0,-1
25/05/2021 05:10,25/05/2021 10:10,126,125,5.9,9.7,26.6,91,1015.3,0,-1
25/05/2021 05:00,25/05/2021 10:00,129,113,7.3,13.7,26.6,92,1015.1,0,-1
25/05/2021 04:50,25/05/2021 09:50,119,107,8.8,17.2,26.7,92,1015.1,0,-1
25/05/2021 04:40,25/05/2021 09:40,120,117,9.4,20.6,26.7,92,1015.1,0,-1
25/05/2021 04:30,25/05/2021 09:30,122,118,9.4,15.4,26.7,91,1015.1,0,-1
25/05/2021 04:20,25/05/2021 09:20,123,114,8.4,13.1,26.7,91,1015.1,0,-1
25/05/2021 04:10,25/05/2021 09:10,126,120,7.9,14.3,26.7,91,1015,0,-1
25/05/2021 04:00,25/05/2021 09:00,129,104,8,13.7,26.6,92,1015,0,-1
25/05/2021 03:50,25/05/2021 08:50,125,123,7.7,12.5,26.6,93,1015,0,-1
25/05/2021 03:40,25/05/2021 08:40,126,118,7.1,13.7,26.5,93,1015.1,0,-1
25/05/2021 03:30,25/05/2021 08:30,131,116,5.2,10.2,26.5,93,1015.1,0,0
25/05/2021 03:20,25/05/2021 08:20,127,122,8.1,13.7,26.4,93,1015,0,-1
25/05/2021 03:10,25/05/2021 08:10,130,123,4.3,9.1,26.4,93,1015,0,-1
25/05/2021 03:00,25/05/2021 08:00,133,158,6.4,12,26.4,93,1015.1,0,-1
25/05/2021 02:50,25/05/2021 07:50,129,117,7.3,12.5,26.4,92,1015,0,-1
25/05/2021 02:40,25/05/2021 07:40,133,121,7.1,14.9,26.4,92,1015,0,-1
25/05/2021 02:30,25/05/2021 07:30,131,117,7.4,11.4,26.4,92,1015,0,-2
25/05/2021 02:20,25/05/2021 07:20,128,130,9.5,16,26.4,91,1015.1,0,-2
25/05/2021 02:10,25/05/2021 07:10,124,114,10.3,16.6,26.5,91,1015.1,0,-2
25/05/2021 02:00,25/05/2021 07:00,128,122,9.6,16,26.6,91,1015.2,0,-2
25/05/2021 01:50,25/05/2021 06:50,130,115,9.5,14.9,26.6,90,1015.4,0,-1
25/05/2021 01:40,25/05/2021 06:40,128,121,9,15.4,26.7,90,1015.6,0,-1
25/05/2021 01:30,25/05/2021 06:30,129,119,11.3,22.3,26.8,89,1015.7,0,-2
25/05/2021 01:20,25/05/2021 06:20,133,120,10.9,18.9,26.9,89,1015.8,0,-1
25/05/2021 01:10,25/05/2021 06:10,131,131,11.7,18.9,27,88,1015.9,0,-1
25/05/2021 01:00,25/05/2021 06:00,131,128,10.7,19.5,27.2,86,1016.1,0,-1
25/05/2021 00:50,25/05/2021 05:50,131,126,12,19.5,27.2,85,1016.2,0,-1
25/05/2021 00:40,25/05/2021 05:40,133,115,11.7,19.5,27.1,83,1016.2,0,-1
25/05/2021 00:30,25/05/2021 05:30,135,133,12.3,21.8,27,82,1016.3,0,-1
25/05/2021 00:20,25/05/2021 05:20,127,135,9,20,26.7,79,1016.3,0,-1
25/05/2021 00:10,25/05/2021 05:10,137,154,8,14.9,26.6,79,1016.3,0,-1
25/05/2021 00:00,25/05/2021 05:00,142,154,9.5,20,26.6,83,1016.3,0,-1
24/05/2021 23:50,25/05/2021 04:50,143,154,11.1,18.3,26.4,85,1016.5,0,0
24/05/2021 23:40,25/05/2021 04:40,144,139,12,20,26.1,88,1016.6,0,-1
24/05/2021 23:30,25/05/2021 04:30,136,166,8.4,18.3,25.9,90,1016.7,0,-1
24/05/2021 23:20,25/05/2021 04:20,130,123,8.3,14.3,25.8,89,1016.7,0,-1
24/05/2021 23:10,25/05/2021 04:10,132,159,9.9,20,25.8,88,1016.8,0,-1
24/05/2021 23:00,25/05/2021 04:00,133,157,10.3,22.3,25.6,88,1016.8,0,-1
24/05/2021 22:50,25/05/2021 03:50,138,165,7.2,15.4,25.4,92,1016.7,0,0
24/05/2021 22:40,25/05/2021 03:40,143,149,11.4,17.7,25.2,95,1016.7,0,0
24/05/2021 22:30,25/05/2021 03:30,142,143,12.5,24.1,25.4,95,1016.7,0,-1
24/05/2021 22:20,25/05/2021 03:20,136,147,14.7,24.6,25.8,92,1016.8,0,-1
24/05/2021 22:10,25/05/2021 03:10,132,113,17.5,31,26.3,85,1016.7,0,0
24/05/2021 22:00,25/05/2021 03:00,134,127,11.9,22.9,26,84,1016.5,0,1
24/05/2021 21:50,25/05/2021 02:50,129,124,8.1,19.5,25.7,86,1016.4,0,0
24/05/2021 21:40,25/05/2021 02:40,123,117,11.8,19.5,25.6,92,1016.3,0,0
24/05/2021 21:30,25/05/2021 02:30,119,116,11.5,21.2,25.5,97,1016.2,0,0
24/05/2021 21:20,25/05/2021 02:20,118,116,11.8,22.3,25.3,97,1016.2,0,1
24/05/2021 21:10,25/05/2021 02:10,121,114,10.9,18.9,25.2,99,1016,0,1
24/05/2021 21:00,25/05/2021 02:00,122,115,10.6,23.5,25.1,100,1015.9,0,1
24/05/2021 20:50,25/05/2021 01:50,118,122,15,24.1,24.8,100,1015.9,0,1
24/05/2021 20:40,25/05/2021 01:40,123,118,11.8,21.8,24.8,100,1015.9,0,1
24/05/2021 20:30,25/05/2021 01:30,128,125,12.1,22.3,24.7,100,1015.8,0,1
24/05/2021 20:20,25/05/2021 01:20,136,150,10.3,17.2,24.5,100,1015.8,0,0
24/05/2021 20:10,25/05/2021 01:10,142,146,12.4,22.3,24.4,100,1015.8,0,1
24/05/2021 20:00,25/05/2021 01:00,140,134,13.4,22.3,24.7,100,1015.9,0,0
24/05/2021 19:50,25/05/2021 00:50,137,135,12.7,23.5,25.2,98,1015.9,0.25,-1
24/05/2021 19:40,25/05/2021 00:40,138,139,11.2,17.7,25.4,95,1015.9,0,-1
24/05/2021 19:30,25/05/2021 00:30,139,155,11,24.1,25.4,92,1015.8,0,1
24/05/2021 19:20,25/05/2021 00:20,141,129,14.4,24.1,25.5,90,1015.7,0,5
24/05/2021 19:10,25/05/2021 00:10,135,133,14.3,22.9,26,88,1015.6,0,8
24/05/2021 19:00,25/05/2021 00:00,136,120,13.8,25.8,26.4,86,1015.5,0,15
24/05/2021 18:50,24/05/2021 23:50,132,128,13.5,25.2,26.5,86,1015.4,0,28
24/05/2021 18:40,24/05/2021 23:40,124,114,15.8,28.7,26.8,85,1015.4,0,34
24/05/2021 18:30,24/05/2021 23:30,130,128,12.9,26.4,27.2,83,1015.3,0,65
24/05/2021 18:20,24/05/2021 23:20,133,146,14.2,26.4,27.6,82,1015.1,0,111
24/05/2021 18:10,24/05/2021 23:10,125,117,13.9,26.4,27.7,81,1015,0,136
24/05/2021 18:00,24/05/2021 23:00,122,123,18.2,28.1,27.8,80,1015,0,166
24/05/2021 17:50,24/05/2021 22:50,126,121,15.6,25.2,28,78,1015,0,155
24/05/2021 17:40,24/05/2021 22:40,123,125,17.5,29.8,28.3,76,1015,0,168
24/05/2021 17:30,24/05/2021 22:30,128,127,14.6,24.6,28.3,76,1014.9,0,241
24/05/2021 17:20,24/05/2021 22:20,126,115,15.8,26.4,28,77,1014.8,0,241
24/05/2021 17:10,24/05/2021 22:10,123,116,18.4,30.4,28.1,78,1014.8,0,215
24/05/2021 17:00,24/05/2021 22:00,124,116,20.7,32.7,28.6,75,1014.8,0,237
24/05/2021 16:50,24/05/2021 21:50,121,121,18.9,35,29,74,1014.7,0,285
24/05/2021 16:40,24/05/2021 21:40,121,107,19.2,33.3,29.3,72,1014.7,0,291
24/05/2021 16:30,24/05/2021 21:30,129,123,16.5,26.4,29.5,72,1014.7,0,341
24/05/2021 16:20,24/05/2021 21:20,126,114,15.7,24.6,29.7,72,1014.8,0,346
24/05/2021 16:10,24/05/2021 21:10,120,110,18,29.2,29.7,73,1014.8,0,470
24/05/2021 16:00,24/05/2021 21:00,126,117,16.2,28.7,29.7,73,1014.9,0,389
24/05/2021 15:50,24/05/2021 20:50,130,113,16.8,28.1,29.6,71,1014.9,0,402
24/05/2021 15:40,24/05/2021 20:40,121,131,19.9,30.4,29.5,72,1014.9,0,503
24/05/2021 15:30,24/05/2021 20:30,134,155,14.1,28.7,28.8,76,1015,0,447
24/05/2021 15:20,24/05/2021 20:20,129,120,16.2,28.1,29.4,73,1015,0,208
24/05/2021 15:10,24/05/2021 20:10,100,88,21.3,33.3,29.7,72,1015,0,424
24/05/2021 15:00,24/05/2021 20:00,100,98,22.6,29.8,29.8,70,1015,0,369
24/05/2021 14:50,24/05/2021 19:50,107,108,18.7,29.2,29.7,71,1015.1,0,569
24/05/2021 14:40,24/05/2021 19:40,111,106,18.4,27.5,29.2,72,1015.2,0,387
24/05/2021 14:30,24/05/2021 19:30,105,97,20,29.8,29.3,70,1015.4,0,347
24/05/2021 14:20,24/05/2021 19:20,106,111,20.5,32.1,29.9,68,1015.5,0,447
24/05/2021 14:10,24/05/2021 19:10,107,111,18.9,26.9,29.8,70,1015.6,0,592
24/05/2021 14:00,24/05/2021 19:00,104,106,22,31,29.5,71,1015.6,0,478
24/05/2021 13:50,24/05/2021 18:50,109,112,17.7,31,29.5,71,1015.7,0,390
24/05/2021 13:40,24/05/2021 18:40,110,105,19.2,29.8,30,69,1015.9,0,380
24/05/2021 13:30,24/05/2021 18:30,110,129,15.5,27.5,29.7,72,1016,0,605
24/05/2021 13:20,24/05/2021 18:20,99,105,19.1,25.2,29.7,71,1016.2,0,722
24/05/2021 13:10,24/05/2021 18:10,96,104,20.9,28.7,30.1,70,1016.3,0,710
24/05/2021 13:00,24/05/2021 18:00,107,98,18.5,25.2,29.8,71,1016.4,0,821
24/05/2021 12:50,24/05/2021 17:50,95,102,22.5,31,29.8,72,1016.4,0,927
24/05/2021 12:40,24/05/2021 17:40,104,105,20.9,30.4,30,71,1016.5,0,967
24/05/2021 12:30,24/05/2021 17:30,113,105,17.1,28.7,29.4,72,1016.6,0,886
