Fecha Local,Fecha UTC,Dirección del Viento (grados),Dirección de ráfaga (grados),Rapidez de viento (km/h),Rapidez de ráfaga (km/h),Temperatura del Aire (°C),Humedad relativa (%),Presión Atmosférica (hpa),Precipitación (mm),Radiación Solar (W/m²)
20/05/2021 01:50,20/05/2021 06:50,146,145,14.8,27.5,27.7,91,1011.2,0,-1
20/05/2021 01:40,20/05/2021 06:40,147,150,15,25.2,27.8,90,1011.2,0,-1
20/05/2021 01:30,20/05/2021 06:30,151,163,16.9,28.7,27.7,90,1011.1,0,-1
20/05/2021 01:20,20/05/2021 06:20,148,154,15.8,24.6,27.7,89,1011.2,0,-1
20/05/2021 01:10,20/05/2021 06:10,148,159,18.1,30.4,27.6,90,1011.3,0,-1
20/05/2021 01:00,20/05/2021 06:00,142,154,14.8,26.4,27.5,91,1011.2,0,-1
20/05/2021 00:50,20/05/2021 05:50,145,148,15,26.9,27.5,92,1011.3,0,-1
20/05/2021 00:40,20/05/2021 05:40,149,155,17.1,31.6,27.3,96,1011.5,0,0
20/05/2021 00:30,20/05/2021 05:30,145,167,14.6,25.2,27.2,100,1011.6,0,0
20/05/2021 00:20,20/05/2021 05:20,145,159,13.7,21.8,27.1,100,1011.6,0,0
20/05/2021 00:10,20/05/2021 05:10,145,144,12,19.5,27.2,97,1011.4,0,0
20/05/2021 00:00,20/05/2021 05:00,147,162,15.6,29.2,27.6,91,1011.3,0,-3
19/05/2021 23:50,20/05/2021 04:50,140,146,14.1,28.1,27.9,91,1011.3,0,-1
19/05/2021 23:40,20/05/2021 04:40,140,149,12.5,22.3,27.9,90,1011.4,0,-1
19/05/2021 23:30,20/05/2021 04:30,139,156,12.3,24.6,27.9,90,1011.5,0,-1
19/05/2021 23:20,20/05/2021 04:20,141,162,14,26.4,27.9,90,1011.5,0,-1
19/05/2021 23:10,20/05/2021 04:10,142,161,12.4,21.8,28,90,1011.4,0,-1
19/05/2021 23:00,20/05/2021 04:00,144,153,13.8,25.2,27.9,90,1011.5,0,-1
19/05/2021 22:50,20/05/2021 03:50,150,166,14.3,22.9,27.9,90,1011.6,0,-1
19/05/2021 22:40,20/05/2021 03:40,148,158,13.2,25.8,28,90,1011.5,0,-1
19/05/2021 22:30,20/05/2021 03:30,142,155,11.3,22.3,28,91,1011.4,0,-1
19/05/2021 22:20,20/05/2021 03:20,140,148,11.6,19.5,28,89,1011.3,0,-1
19/05/2021 22:10,20/05/2021 03:10,143,156,14.4,24.6,28.1,88,1011.1,0,-1
19/05/2021 22:00,20/05/2021 03:00,146,137,14.7,28.1,28.1,88,1011,0,-1
19/05/2021 21:50,20/05/2021 02:50,143,157,12.3,22.9,28.2,87,1011.1,0,-1
19/05/2021 21:40,20/05/2021 02:40,151,158,15.6,25.2,28.2,86,1011.1,0,-1
19/05/2021 21:30,20/05/2021 02:30,147,144,13.5,24.1,28.1,86,1010.9,0,-1
19/05/2021 21:20,20/05/2021 02:20,146,157,13.4,22.9,28.1,86,1010.7,0,-1
19/05/2021 21:10,20/05/2021 02:10,143,160,13.8,24.1,28.1,87,1010.6,0,-2
19/05/2021 21:00,20/05/2021 02:00,148,151,14.7,24.6,28.1,86,1010.6,0,-1
19/05/2021 20:50,20/05/2021 01:50,146,157,13.3,21.8,28.1,86,1010.5,0,-1
19/05/2021 20:40,20/05/2021 01:40,146,151,13.8,23.5,28.1,87,1010.5,0,-1
19/05/2021 20:30,20/05/2021 01:30,149,134,15.7,27.5,28.1,88,1010.3,0,-2
19/05/2021 20:20,20/05/2021 01:20,149,154,14.3,23.5,28.2,88,1010.4,0,-1
19/05/2021 20:10,20/05/2021 01:10,150,163,12.6,20,28.2,88,1010.3,0,-1
19/05/2021 20:00,20/05/2021 01:00,147,153,12.6,21.8,28.2,86,1010.4,0,-1
19/05/2021 19:50,20/05/2021 00:50,153,159,15.3,25.2,28.2,85,1010.3,0,-1
19/05/2021 19:40,20/05/2021 00:40,153,161,15,22.3,28.3,85,1010.2,0,-1
19/05/2021 19:30,20/05/2021 00:30,154,189,14.2,25.2,28.3,85,1010.2,0,0
19/05/2021 19:20,20/05/2021 00:20,153,124,14.6,22.9,28.4,84,1010.2,0,4
19/05/2021 19:10,20/05/2021 00:10,159,156,15,26.4,28.5,83,1010.1,0,14
19/05/2021 19:00,20/05/2021 00:00,152,166,14.9,26.4,28.5,83,1010.1,0,26
19/05/2021 18:50,19/05/2021 23:50,152,159,13.7,23.5,28.6,83,1010.1,0,40
19/05/2021 18:40,19/05/2021 23:40,151,156,13.5,24.6,28.6,82,1010,0,48
19/05/2021 18:30,19/05/2021 23:30,153,157,15,24.1,28.8,80,1010,0,49
19/05/2021 18:20,19/05/2021 23:20,159,156,18.5,28.1,29.2,77,1010,0,56
19/05/2021 18:10,19/05/2021 23:10,159,176,19.4,30.4,29.7,74,1010,0,89
19/05/2021 18:00,19/05/2021 23:00,159,164,17.4,27.5,30.3,74,1009.9,0,191
19/05/2021 17:50,19/05/2021 22:50,145,159,13.3,25.2,30.8,73,1009.9,0,244
19/05/2021 17:40,19/05/2021 22:40,151,149,13.6,26.4,30.8,75,1009.9,0,303
19/05/2021 17:30,19/05/2021 22:30,154,155,16.4,23.5,30.7,75,1009.8,0,307
19/05/2021 17:20,19/05/2021 22:20,157,163,16,26.4,31.1,74,1009.9,0,440
19/05/2021 17:10,19/05/2021 22:10,161,152,17.4,26.4,30.4,76,1009.9,0,529
19/05/2021 17:00,19/05/2021 22:00,159,172,17.1,26.9,30.3,76,1009.9,0,346
19/05/2021 16:50,19/05/2021 21:50,153,159,15,25.8,30,75,1010,0,388
19/05/2021 16:40,19/05/2021 21:40,157,165,15.2,24.6,29.7,76,1010,0,263
19/05/2021 16:30,19/05/2021 21:30,155,159,17,31,30,77,1010,0,378
19/05/2021 16:20,19/05/2021 21:20,148,152,19,36.2,30.7,75,1010,0,357
19/05/2021 16:10,19/05/2021 21:10,138,135,15.8,25.8,31.8,71,1010,0,294
19/05/2021 16:00,19/05/2021 21:00,143,149,15.9,27.5,32.7,65,1010,0,498
19/05/2021 15:50,19/05/2021 20:50,140,149,15.4,25.2,32.3,66,1010.1,0,313
19/05/2021 15:40,19/05/2021 20:40,138,168,17.8,31,32.1,70,1010.1,0,328
19/05/2021 15:30,19/05/2021 20:30,147,165,17.9,31.6,32,71,1010.2,0,425
19/05/2021 15:20,19/05/2021 20:20,152,164,19.8,29.2,32.2,69,1010.2,0,692
19/05/2021 15:10,19/05/2021 20:10,139,161,16,28.1,32.3,70,1010.3,0,612
19/05/2021 15:00,19/05/2021 20:00,141,150,14.8,23.5,32.7,68,1010.4,0,530
19/05/2021 14:50,19/05/2021 19:50,141,153,14,25.8,32.7,67,1010.6,0,552
19/05/2021 14:40,19/05/2021 19:40,147,145,15.8,31,32.6,68,1010.7,0,730
19/05/2021 14:30,19/05/2021 19:30,142,158,16,26.9,32.3,68,1010.8,0,620
19/05/2021 14:20,19/05/2021 19:20,152,163,17.6,31.6,31.8,71,1010.9,0,666
19/05/2021 14:10,19/05/2021 19:10,147,141,14.8,25.8,30.6,78,1011,0,550
19/05/2021 14:00,19/05/2021 19:00,148,160,16.3,26.4,30.1,79,1011,0,330
19/05/2021 13:50,19/05/2021 18:50,141,155,14.2,24.6,30.5,77,1011.2,0,196
19/05/2021 13:40,19/05/2021 18:40,131,120,16.3,27.5,31.8,71,1011.3,0,244
19/05/2021 13:30,19/05/2021 18:30,143,166,17,29.8,32.8,67,1011.2,0,575
19/05/2021 13:20,19/05/2021 18:20,142,161,17.5,29.2,33.2,67,1011.4,0,925
19/05/2021 13:10,19/05/2021 18:10,141,142,16.4,25.2,33.1,67,1011.5,0,1079
